"location","motivation"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
"United States","Self Care"
